,Date_colect,station,Tmax.mean,Tmax.std,Tmax.50%,Tmax.mean-median,Tmax.outliers_low,Tmax.outliers_high,Tmin.mean,Tmin.std,Tmin.50%,Tmin.mean-median,Tmin.outliers_low,Tmin.outliers_high,Tavg.mean,Tavg.std,Tavg.50%,Tavg.mean-median,Tavg.outliers_low,Tavg.outliers_high,DewPoint.mean,DewPoint.std,DewPoint.50%,DewPoint.mean-median,DewPoint.outliers_low,DewPoint.outliers_high,WetBulb.mean,WetBulb.std,WetBulb.50%,WetBulb.mean-median,WetBulb.outliers_low,WetBulb.outliers_high,Heat.mean,Heat.std,Heat.50%,Heat.mean-median,Heat.outliers_low,Heat.outliers_high,Cool.mean,Cool.std,Cool.50%,Cool.mean-median,Cool.outliers_low,Cool.outliers_high,PrecipTotal.mean,PrecipTotal.std,PrecipTotal.50%,PrecipTotal.mean-median,PrecipTotal.outliers_low,PrecipTotal.outliers_high,StnPressure.mean,StnPressure.std,StnPressure.50%,StnPressure.mean-median,StnPressure.outliers_low,StnPressure.outliers_high,ResultSpeed.mean,ResultSpeed.std,ResultSpeed.50%,ResultSpeed.mean-median,ResultSpeed.outliers_low,ResultSpeed.outliers_high,ResultDir.mean,ResultDir.std,ResultDir.50%,ResultDir.mean-median,ResultDir.outliers_low,ResultDir.outliers_high,AvgSpeed.mean,AvgSpeed.std,AvgSpeed.50%,AvgSpeed.mean-median,AvgSpeed.outliers_low,AvgSpeed.outliers_high,weather_type_Norm.mean
0,2013-09-12,2,84.78571428571429,7.647810862528636,84.5,0.2857142857142918,0,0,67.35714285714286,5.692196316106719,68.5,-1.1428571428571388,0,0,76.42857142857143,5.9058547966505985,75.5,0.9285714285714306,0,0,61.714285714285715,5.369838436597962,64.0,-2.2857142857142847,0,0,66.85714285714286,4.312007258041966,68.0,-1.1428571428571388,0,0,0.0,0.0,0.0,0.0,0,0,11.428571428571429,5.9058547966505985,10.5,0.9285714285714288,0,0,0.10392857142857141,0.2761979402490217,0.0,0.10392857142857141,0,1,29.315714285714282,0.11908072799668243,29.325,-0.009285714285717006,0,1,6.414285714285714,2.8273001916362497,5.8,0.6142857142857139,0,1,17.714285714285715,10.064626336665624,21.5,-3.7857142857142847,0,0,7.821428571428571,2.4350575957265352,7.35,0.47142857142857153,0,0,0.7142857142857143
0,2013-09-12,2,84.78571428571429,7.647810862528636,84.5,0.2857142857142918,0,0,67.35714285714286,5.692196316106719,68.5,-1.1428571428571388,0,0,76.42857142857143,5.9058547966505985,75.5,0.9285714285714306,0,0,61.714285714285715,5.369838436597962,64.0,-2.2857142857142847,0,0,66.85714285714286,4.312007258041966,68.0,-1.1428571428571388,0,0,0.0,0.0,0.0,0.0,0,0,11.428571428571429,5.9058547966505985,10.5,0.9285714285714288,0,0,0.10392857142857141,0.2761979402490217,0.0,0.10392857142857141,0,1,29.315714285714282,0.11908072799668243,29.325,-0.009285714285717006,0,1,6.414285714285714,2.8273001916362497,5.8,0.6142857142857139,0,1,17.714285714285715,10.064626336665624,21.5,-3.7857142857142847,0,0,7.821428571428571,2.4350575957265352,7.35,0.47142857142857153,0,0,0.7142857142857143
0,2013-09-19,2,79.0,11.170014806133015,80.0,-1.0,0,0,63.142857142857146,8.383657572069263,62.5,0.6428571428571459,0,0,71.42857142857143,9.312640588215285,72.5,-1.0714285714285694,0,0,55.714285714285715,8.39806361773192,56.5,-0.7857142857142847,0,0,61.92857142857143,7.405447950033769,62.5,-0.5714285714285694,0,0,1.4285714285714286,2.064881658530644,0.0,1.4285714285714286,0,0,7.857142857142857,7.63450812336422,7.5,0.35714285714285676,0,0,0.05928571428571429,0.14469938523681464,0.0025,0.05678571428571429,0,1,29.40642857142857,0.11862073647081744,29.380000000000003,0.026428571428567693,0,1,7.557142857142858,3.412130912294744,7.0,0.5571428571428578,1,0,16.214285714285715,9.382295696015582,18.0,-1.7857142857142847,0,0,9.214285714285714,2.7038027758232386,9.149999999999999,0.06428571428571495,0,0,0.7857142857142857
0,2013-09-19,2,79.0,11.170014806133015,80.0,-1.0,0,0,63.142857142857146,8.383657572069263,62.5,0.6428571428571459,0,0,71.42857142857143,9.312640588215285,72.5,-1.0714285714285694,0,0,55.714285714285715,8.39806361773192,56.5,-0.7857142857142847,0,0,61.92857142857143,7.405447950033769,62.5,-0.5714285714285694,0,0,1.4285714285714286,2.064881658530644,0.0,1.4285714285714286,0,0,7.857142857142857,7.63450812336422,7.5,0.35714285714285676,0,0,0.05928571428571429,0.14469938523681464,0.0025,0.05678571428571429,0,1,29.40642857142857,0.11862073647081744,29.380000000000003,0.026428571428567693,0,1,7.557142857142858,3.412130912294744,7.0,0.5571428571428578,1,0,16.214285714285715,9.382295696015582,18.0,-1.7857142857142847,0,0,9.214285714285714,2.7038027758232386,9.149999999999999,0.06428571428571495,0,0,0.7857142857142857
0,2013-09-26,2,73.14285714285714,8.778094614148623,70.5,2.642857142857139,0,1,55.92857142857143,5.941565265331839,54.5,1.4285714285714306,0,1,64.75,6.284137539502506,62.0,2.75,0,1,50.642857142857146,7.055899254220847,48.5,2.142857142857146,0,1,56.57142857142857,5.5707241031096695,54.5,2.0714285714285694,0,1,2.857142857142857,2.656114653953224,3.0,-0.1428571428571428,0,0,2.142857142857143,3.939096789428196,0.0,2.142857142857143,0,1,0.060714285714285714,0.14416679900055335,0.005,0.055714285714285716,0,1,29.37071428571429,0.13355864662354167,29.355,0.015714285714288678,0,1,7.214285714285714,3.0638982567103183,6.8,0.4142857142857146,1,0,15.071428571428571,10.469474204079692,14.0,1.0714285714285712,0,0,8.87142857142857,2.4587140389387954,8.649999999999999,0.22142857142857153,0,0,0.7857142857142857
0,2013-09-26,2,73.14285714285714,8.778094614148623,70.5,2.642857142857139,0,1,55.92857142857143,5.941565265331839,54.5,1.4285714285714306,0,1,64.75,6.284137539502506,62.0,2.75,0,1,50.642857142857146,7.055899254220847,48.5,2.142857142857146,0,1,56.57142857142857,5.5707241031096695,54.5,2.0714285714285694,0,1,2.857142857142857,2.656114653953224,3.0,-0.1428571428571428,0,0,2.142857142857143,3.939096789428196,0.0,2.142857142857143,0,1,0.060714285714285714,0.14416679900055335,0.005,0.055714285714285716,0,1,29.37071428571429,0.13355864662354167,29.355,0.015714285714288678,0,1,7.214285714285714,3.0638982567103183,6.8,0.4142857142857146,1,0,15.071428571428571,10.469474204079692,14.0,1.0714285714285712,0,0,8.87142857142857,2.4587140389387954,8.649999999999999,0.22142857142857153,0,0,0.7857142857142857
0,2007-08-01,2,82.21428571428571,3.984171980929835,82.5,-0.2857142857142918,1,0,65.42857142857143,3.8373525672362616,65.0,0.4285714285714306,1,0,74.07142857142857,3.474396144861517,74.5,-0.4285714285714306,1,0,59.357142857142854,5.555415138640619,58.5,0.8571428571428541,0,0,65.14285714285714,3.7592377062202553,65.5,-0.3571428571428612,0,0,0.0,0.0,0.0,0.0,0,0,9.071428571428571,3.474396144861517,9.5,-0.4285714285714288,1,0,0.13321428571428573,0.3272002864798983,0.0,0.13321428571428573,0,2,29.357142857142854,0.12418525686239071,29.365000000000002,-0.007857142857147892,0,0,5.7,3.474965412113424,6.05,-0.34999999999999964,0,0,15.785714285714286,11.610198245366153,15.0,0.7857142857142865,0,0,7.742857142857142,3.2787695360195217,7.2,0.5428571428571418,0,1,0.6428571428571429
0,2007-08-01,2,82.21428571428571,3.984171980929835,82.5,-0.2857142857142918,1,0,65.42857142857143,3.8373525672362616,65.0,0.4285714285714306,1,0,74.07142857142857,3.474396144861517,74.5,-0.4285714285714306,1,0,59.357142857142854,5.555415138640619,58.5,0.8571428571428541,0,0,65.14285714285714,3.7592377062202553,65.5,-0.3571428571428612,0,0,0.0,0.0,0.0,0.0,0,0,9.071428571428571,3.474396144861517,9.5,-0.4285714285714288,1,0,0.13321428571428573,0.3272002864798983,0.0,0.13321428571428573,0,2,29.357142857142854,0.12418525686239071,29.365000000000002,-0.007857142857147892,0,0,5.7,3.474965412113424,6.05,-0.34999999999999964,0,0,15.785714285714286,11.610198245366153,15.0,0.7857142857142865,0,0,7.742857142857142,3.2787695360195217,7.2,0.5428571428571418,0,1,0.6428571428571429
0,2007-08-01,2,82.21428571428571,3.984171980929835,82.5,-0.2857142857142918,1,0,65.42857142857143,3.8373525672362616,65.0,0.4285714285714306,1,0,74.07142857142857,3.474396144861517,74.5,-0.4285714285714306,1,0,59.357142857142854,5.555415138640619,58.5,0.8571428571428541,0,0,65.14285714285714,3.7592377062202553,65.5,-0.3571428571428612,0,0,0.0,0.0,0.0,0.0,0,0,9.071428571428571,3.474396144861517,9.5,-0.4285714285714288,1,0,0.13321428571428573,0.3272002864798983,0.0,0.13321428571428573,0,2,29.357142857142854,0.12418525686239071,29.365000000000002,-0.007857142857147892,0,0,5.7,3.474965412113424,6.05,-0.34999999999999964,0,0,15.785714285714286,11.610198245366153,15.0,0.7857142857142865,0,0,7.742857142857142,3.2787695360195217,7.2,0.5428571428571418,0,1,0.6428571428571429
0,2007-08-01,2,82.21428571428571,3.984171980929835,82.5,-0.2857142857142918,1,0,65.42857142857143,3.8373525672362616,65.0,0.4285714285714306,1,0,74.07142857142857,3.474396144861517,74.5,-0.4285714285714306,1,0,59.357142857142854,5.555415138640619,58.5,0.8571428571428541,0,0,65.14285714285714,3.7592377062202553,65.5,-0.3571428571428612,0,0,0.0,0.0,0.0,0.0,0,0,9.071428571428571,3.474396144861517,9.5,-0.4285714285714288,1,0,0.13321428571428573,0.3272002864798983,0.0,0.13321428571428573,0,2,29.357142857142854,0.12418525686239071,29.365000000000002,-0.007857142857147892,0,0,5.7,3.474965412113424,6.05,-0.34999999999999964,0,0,15.785714285714286,11.610198245366153,15.0,0.7857142857142865,0,0,7.742857142857142,3.2787695360195217,7.2,0.5428571428571418,0,1,0.6428571428571429
0,2007-08-01,2,82.21428571428571,3.984171980929835,82.5,-0.2857142857142918,1,0,65.42857142857143,3.8373525672362616,65.0,0.4285714285714306,1,0,74.07142857142857,3.474396144861517,74.5,-0.4285714285714306,1,0,59.357142857142854,5.555415138640619,58.5,0.8571428571428541,0,0,65.14285714285714,3.7592377062202553,65.5,-0.3571428571428612,0,0,0.0,0.0,0.0,0.0,0,0,9.071428571428571,3.474396144861517,9.5,-0.4285714285714288,1,0,0.13321428571428573,0.3272002864798983,0.0,0.13321428571428573,0,2,29.357142857142854,0.12418525686239071,29.365000000000002,-0.007857142857147892,0,0,5.7,3.474965412113424,6.05,-0.34999999999999964,0,0,15.785714285714286,11.610198245366153,15.0,0.7857142857142865,0,0,7.742857142857142,3.2787695360195217,7.2,0.5428571428571418,0,1,0.6428571428571429
0,2007-08-15,2,86.64285714285714,3.521519402345939,87.0,-0.3571428571428612,0,0,70.64285714285714,3.0786396310744095,71.0,-0.3571428571428612,0,0,78.92857142857143,2.585887311313698,79.5,-0.5714285714285694,0,0,66.07142857142857,5.967402291608143,66.5,-0.4285714285714306,1,0,70.5,3.6108809920103346,71.0,-0.5,1,0,0.0,0.0,0.0,0.0,0,0,13.928571428571429,2.585887311313698,14.5,-0.5714285714285712,0,0,0.16642857142857143,0.28212400827288,0.035,0.13142857142857142,0,1,29.285714285714285,0.10544515787214363,29.314999999999998,-0.029285714285713027,0,0,4.257142857142857,2.0890609910138633,3.2,1.057142857142857,0,0,14.357142857142858,8.316870184770812,11.5,2.8571428571428577,0,0,6.585714285714286,1.902167647249253,6.5,0.0857142857142863,0,0,0.35714285714285715
0,2007-08-15,2,86.64285714285714,3.521519402345939,87.0,-0.3571428571428612,0,0,70.64285714285714,3.0786396310744095,71.0,-0.3571428571428612,0,0,78.92857142857143,2.585887311313698,79.5,-0.5714285714285694,0,0,66.07142857142857,5.967402291608143,66.5,-0.4285714285714306,1,0,70.5,3.6108809920103346,71.0,-0.5,1,0,0.0,0.0,0.0,0.0,0,0,13.928571428571429,2.585887311313698,14.5,-0.5714285714285712,0,0,0.16642857142857143,0.28212400827288,0.035,0.13142857142857142,0,1,29.285714285714285,0.10544515787214363,29.314999999999998,-0.029285714285713027,0,0,4.257142857142857,2.0890609910138633,3.2,1.057142857142857,0,0,14.357142857142858,8.316870184770812,11.5,2.8571428571428577,0,0,6.585714285714286,1.902167647249253,6.5,0.0857142857142863,0,0,0.35714285714285715
0,2007-08-21,2,81.5,6.903176526342503,82.5,-1.0,0,0,68.35714285714286,4.3431137865173834,68.0,0.3571428571428612,0,0,75.28571428571429,5.29772914237167,76.0,-0.7142857142857082,1,0,65.07142857142857,6.6154165601068735,66.5,-1.4285714285714306,0,0,68.57142857142857,5.079586381015466,70.0,-1.4285714285714306,1,0,0.0,0.0,0.0,0.0,0,0,10.285714285714286,5.2977291423716695,11.0,-0.7142857142857135,1,0,0.31071428571428567,0.39141684028301954,0.16,0.15071428571428566,0,1,29.30857142857143,0.11434476496423121,29.310000000000002,-0.001428571428572667,0,0,4.335714285714285,1.8780542889085798,4.2,0.13571428571428523,0,0,14.214285714285714,9.704706006949342,11.5,2.7142857142857135,0,0,6.764285714285715,1.3431347620439988,6.8,-0.0357142857142847,1,0,0.21428571428571427
0,2007-08-21,2,81.5,6.903176526342503,82.5,-1.0,0,0,68.35714285714286,4.3431137865173834,68.0,0.3571428571428612,0,0,75.28571428571429,5.29772914237167,76.0,-0.7142857142857082,1,0,65.07142857142857,6.6154165601068735,66.5,-1.4285714285714306,0,0,68.57142857142857,5.079586381015466,70.0,-1.4285714285714306,1,0,0.0,0.0,0.0,0.0,0,0,10.285714285714286,5.2977291423716695,11.0,-0.7142857142857135,1,0,0.31071428571428567,0.39141684028301954,0.16,0.15071428571428566,0,1,29.30857142857143,0.11434476496423121,29.310000000000002,-0.001428571428572667,0,0,4.335714285714285,1.8780542889085798,4.2,0.13571428571428523,0,0,14.214285714285714,9.704706006949342,11.5,2.7142857142857135,0,0,6.764285714285715,1.3431347620439988,6.8,-0.0357142857142847,1,0,0.21428571428571427
0,2007-08-24,2,81.5,6.83599072781475,82.5,-1.0,0,0,67.57142857142857,3.5887492081672248,68.0,-0.4285714285714306,1,0,74.85714285714286,4.8334912188435135,76.0,-1.1428571428571388,1,0,64.57142857142857,6.098099145374171,66.5,-1.9285714285714306,0,0,68.07142857142857,4.5143239670099975,70.0,-1.9285714285714306,1,0,0.0,0.0,0.0,0.0,0,0,9.857142857142858,4.833491218843514,11.0,-1.1428571428571423,1,0,0.4707142857142857,0.5970499822616875,0.325,0.14571428571428569,0,1,29.328571428571426,0.09062663412698714,29.310000000000002,0.018571428571423354,0,0,4.65,1.7077875926292656,5.0,-0.34999999999999964,0,0,14.5,8.591140338028026,15.0,-0.5,0,0,6.907142857142858,1.4515054708364454,7.05,-0.14285714285714146,1,0,0.21428571428571427
0,2007-08-24,2,81.5,6.83599072781475,82.5,-1.0,0,0,67.57142857142857,3.5887492081672248,68.0,-0.4285714285714306,1,0,74.85714285714286,4.8334912188435135,76.0,-1.1428571428571388,1,0,64.57142857142857,6.098099145374171,66.5,-1.9285714285714306,0,0,68.07142857142857,4.5143239670099975,70.0,-1.9285714285714306,1,0,0.0,0.0,0.0,0.0,0,0,9.857142857142858,4.833491218843514,11.0,-1.1428571428571423,1,0,0.4707142857142857,0.5970499822616875,0.325,0.14571428571428569,0,1,29.328571428571426,0.09062663412698714,29.310000000000002,0.018571428571423354,0,0,4.65,1.7077875926292656,5.0,-0.34999999999999964,0,0,14.5,8.591140338028026,15.0,-0.5,0,0,6.907142857142858,1.4515054708364454,7.05,-0.14285714285714146,1,0,0.21428571428571427
0,2007-09-05,2,82.92857142857143,5.823880357423426,82.5,0.4285714285714306,0,0,64.71428571428571,4.339949865512831,64.5,0.2142857142857082,0,0,74.14285714285714,4.7207747548166585,74.0,0.1428571428571388,0,0,60.857142857142854,5.5588756867822555,60.0,0.8571428571428541,0,0,66.0,4.076197322920545,66.5,-0.5,0,0,0.0,0.0,0.0,0.0,0,0,9.142857142857142,4.7207747548166585,9.0,0.14285714285714235,0,0,0.23535714285714285,0.55073539746595,0.0,0.23535714285714285,0,1,29.38071428571428,0.1153899266176869,29.4,-0.01928571428571857,0,0,5.078571428571428,2.3416557493260295,4.949999999999999,0.128571428571429,0,1,15.071428571428571,8.642153272582776,18.5,-3.428571428571429,0,0,6.950000000000001,1.9794132774832354,6.85,0.10000000000000142,0,1,0.7142857142857143
0,2007-09-05,2,82.92857142857143,5.823880357423426,82.5,0.4285714285714306,0,0,64.71428571428571,4.339949865512831,64.5,0.2142857142857082,0,0,74.14285714285714,4.7207747548166585,74.0,0.1428571428571388,0,0,60.857142857142854,5.5588756867822555,60.0,0.8571428571428541,0,0,66.0,4.076197322920545,66.5,-0.5,0,0,0.0,0.0,0.0,0.0,0,0,9.142857142857142,4.7207747548166585,9.0,0.14285714285714235,0,0,0.23535714285714285,0.55073539746595,0.0,0.23535714285714285,0,1,29.38071428571428,0.1153899266176869,29.4,-0.01928571428571857,0,0,5.078571428571428,2.3416557493260295,4.949999999999999,0.128571428571429,0,1,15.071428571428571,8.642153272582776,18.5,-3.428571428571429,0,0,6.950000000000001,1.9794132774832354,6.85,0.10000000000000142,0,1,0.7142857142857143
0,2007-09-12,2,81.28571428571429,6.341906670692988,81.5,-0.2142857142857082,0,0,63.785714285714285,6.784354982418927,63.5,0.2857142857142847,0,0,72.78571428571429,6.265639772460731,73.0,-0.2142857142857082,0,0,58.5,5.827652911896732,59.0,-0.5,1,0,64.28571428571429,4.936965300022512,64.0,0.2857142857142918,1,0,0.35714285714285715,1.0818177620697813,0.0,0.35714285714285715,0,1,8.142857142857142,5.641292035001895,8.0,0.14285714285714235,0,0,0.07214285714285713,0.18501262208203614,0.0,0.07214285714285713,0,1,29.380714285714284,0.10299098434883912,29.365000000000002,0.015714285714281573,0,0,7.1571428571428575,3.5258854394135,6.9,0.2571428571428571,0,0,13.928571428571429,9.903101967132752,15.0,-1.0714285714285712,0,0,8.735714285714288,3.277805819296041,9.100000000000001,-0.3642857142857139,0,0,0.7857142857142857
0,2007-09-12,2,81.28571428571429,6.341906670692988,81.5,-0.2142857142857082,0,0,63.785714285714285,6.784354982418927,63.5,0.2857142857142847,0,0,72.78571428571429,6.265639772460731,73.0,-0.2142857142857082,0,0,58.5,5.827652911896732,59.0,-0.5,1,0,64.28571428571429,4.936965300022512,64.0,0.2857142857142918,1,0,0.35714285714285715,1.0818177620697813,0.0,0.35714285714285715,0,1,8.142857142857142,5.641292035001895,8.0,0.14285714285714235,0,0,0.07214285714285713,0.18501262208203614,0.0,0.07214285714285713,0,1,29.380714285714284,0.10299098434883912,29.365000000000002,0.015714285714281573,0,0,7.1571428571428575,3.5258854394135,6.9,0.2571428571428571,0,0,13.928571428571429,9.903101967132752,15.0,-1.0714285714285712,0,0,8.735714285714288,3.277805819296041,9.100000000000001,-0.3642857142857139,0,0,0.7857142857142857
0,2007-09-19,2,76.78571428571429,8.675150820489621,78.5,-1.7142857142857082,0,0,58.0,10.756035872583714,55.0,3.0,0,0,67.57142857142857,9.557230735974692,67.0,0.5714285714285694,0,0,51.357142857142854,10.902414290543053,52.5,-1.142857142857146,0,0,58.642857142857146,8.64342473842349,59.5,-0.8571428571428541,0,0,2.7857142857142856,4.2819580608834595,0.0,2.7857142857142856,0,1,5.357142857142857,6.3923890184059795,2.0,3.3571428571428568,0,0,0.07178571428571427,0.18515697231161563,0.0,0.07178571428571427,0,1,29.38,0.11183779462995648,29.375,0.004999999999999005,0,1,8.52142857142857,3.63956433813562,8.95,-0.4285714285714288,1,0,17.714285714285715,10.483896599646904,19.0,-1.2857142857142847,0,0,10.121428571428572,2.7395054498741396,10.3,-0.17857142857142883,0,0,0.7857142857142857
0,2007-09-19,2,76.78571428571429,8.675150820489621,78.5,-1.7142857142857082,0,0,58.0,10.756035872583714,55.0,3.0,0,0,67.57142857142857,9.557230735974692,67.0,0.5714285714285694,0,0,51.357142857142854,10.902414290543053,52.5,-1.142857142857146,0,0,58.642857142857146,8.64342473842349,59.5,-0.8571428571428541,0,0,2.7857142857142856,4.2819580608834595,0.0,2.7857142857142856,0,1,5.357142857142857,6.3923890184059795,2.0,3.3571428571428568,0,0,0.07178571428571427,0.18515697231161563,0.0,0.07178571428571427,0,1,29.38,0.11183779462995648,29.375,0.004999999999999005,0,1,8.52142857142857,3.63956433813562,8.95,-0.4285714285714288,1,0,17.714285714285715,10.483896599646904,19.0,-1.2857142857142847,0,0,10.121428571428572,2.7395054498741396,10.3,-0.17857142857142883,0,0,0.7857142857142857
0,2007-09-19,2,76.78571428571429,8.675150820489621,78.5,-1.7142857142857082,0,0,58.0,10.756035872583714,55.0,3.0,0,0,67.57142857142857,9.557230735974692,67.0,0.5714285714285694,0,0,51.357142857142854,10.902414290543053,52.5,-1.142857142857146,0,0,58.642857142857146,8.64342473842349,59.5,-0.8571428571428541,0,0,2.7857142857142856,4.2819580608834595,0.0,2.7857142857142856,0,1,5.357142857142857,6.3923890184059795,2.0,3.3571428571428568,0,0,0.07178571428571427,0.18515697231161563,0.0,0.07178571428571427,0,1,29.38,0.11183779462995648,29.375,0.004999999999999005,0,1,8.52142857142857,3.63956433813562,8.95,-0.4285714285714288,1,0,17.714285714285715,10.483896599646904,19.0,-1.2857142857142847,0,0,10.121428571428572,2.7395054498741396,10.3,-0.17857142857142883,0,0,0.7857142857142857
0,2007-09-24,2,76.0,8.530488307783486,74.5,1.5,0,0,55.42857142857143,8.317861094464922,55.0,0.4285714285714306,0,0,65.85714285714286,8.198096804063198,65.5,0.3571428571428612,0,0,48.5,8.653589739790961,46.5,2.0,0,0,56.642857142857146,6.95708982988569,56.0,0.6428571428571459,0,0,2.7857142857142856,4.2819580608834595,0.0,2.7857142857142856,0,1,3.642857142857143,5.1977383078107655,0.5,3.142857142857143,0,1,0.018214285714285714,0.06672582082548828,0.0,0.018214285714285714,0,1,29.42071428571429,0.10644350511055024,29.450000000000003,-0.029285714285713027,0,0,7.228571428571429,3.7479078412913496,7.25,-0.021428571428571352,0,0,17.571428571428573,10.718167794876178,18.5,-0.928571428571427,0,0,9.242857142857144,2.7230396719374204,8.6,0.6428571428571441,0,0,0.8571428571428571
0,2007-10-04,2,78.42857142857143,7.408044335661125,78.0,0.4285714285714306,0,0,59.214285714285715,6.10395296166687,58.5,0.7142857142857153,0,1,69.0,6.076436202501999,68.0,1.0,0,1,53.214285714285715,7.127180599416806,50.5,2.7142857142857153,0,0,60.07142857142857,5.327205729002859,59.0,1.0714285714285694,0,0,0.5714285714285714,1.0163498575623617,0.0,0.5714285714285714,0,1,4.571428571428571,5.50124860951914,3.0,1.5714285714285712,0,1,0.04142857142857143,0.06582110286540012,0.0025,0.03892857142857143,0,1,29.387142857142855,0.10410265432429017,29.36,0.027142857142855803,0,0,7.0928571428571425,2.8418477969621985,6.6,0.4928571428571429,0,1,15.714285714285714,8.231539452510798,19.0,-3.2857142857142865,0,0,8.542857142857143,2.227007058713654,8.25,0.2928571428571427,0,1,0.5
0,2007-10-04,2,78.42857142857143,7.408044335661125,78.0,0.4285714285714306,0,0,59.214285714285715,6.10395296166687,58.5,0.7142857142857153,0,1,69.0,6.076436202501999,68.0,1.0,0,1,53.214285714285715,7.127180599416806,50.5,2.7142857142857153,0,0,60.07142857142857,5.327205729002859,59.0,1.0714285714285694,0,0,0.5714285714285714,1.0163498575623617,0.0,0.5714285714285714,0,1,4.571428571428571,5.50124860951914,3.0,1.5714285714285712,0,1,0.04142857142857143,0.06582110286540012,0.0025,0.03892857142857143,0,1,29.387142857142855,0.10410265432429017,29.36,0.027142857142855803,0,0,7.0928571428571425,2.8418477969621985,6.6,0.4928571428571429,0,1,15.714285714285714,8.231539452510798,19.0,-3.2857142857142865,0,0,8.542857142857143,2.227007058713654,8.25,0.2928571428571427,0,1,0.5
0,2007-05-29,2,75.42857142857143,9.12068052213283,75.5,-0.0714285714285694,0,0,53.285714285714285,8.042469687932849,55.0,-1.7142857142857153,0,0,64.64285714285714,7.996221635220001,64.0,0.6428571428571388,0,0,45.214285714285715,7.875752188043535,47.0,-1.7857142857142847,0,0,54.214285714285715,6.39926163323156,57.0,-2.7857142857142847,0,0,3.4285714285714284,4.345011033256518,1.0,2.4285714285714284,0,1,3.0714285714285716,4.730657552510103,0.0,3.0714285714285716,0,1,0.0882142857142857,0.16663648994208852,0.0025,0.0857142857142857,0,1,29.44857142857143,0.10697642751539248,29.43,0.01857142857143046,1,0,7.992857142857143,3.369652866329177,8.149999999999999,-0.1571428571428557,0,0,16.142857142857142,9.867250749962592,17.0,-0.8571428571428577,0,1,9.757142857142854,2.7122838193086496,10.149999999999999,-0.3928571428571441,0,1,0.5
0,2007-06-05,2,80.28571428571429,7.770046742049005,80.5,-0.2142857142857082,0,0,62.142857142857146,6.125070082577302,64.5,-2.357142857142854,1,0,71.5,6.630349799334757,74.0,-2.5,0,0,54.5,6.333670706263834,56.0,-1.5,0,0,61.57142857142857,4.61959514899946,62.0,-0.4285714285714306,0,0,0.6428571428571429,1.4990839693802165,0.0,0.6428571428571429,0,1,7.142857142857143,5.641292035001896,9.0,-1.8571428571428568,0,0,0.13071428571428573,0.17034870506898878,0.0425,0.08821428571428572,0,1,29.321428571428573,0.2202046999727976,29.41,-0.08857142857142719,2,0,7.435714285714288,3.0975442240233177,7.7,-0.26428571428571246,0,1,17.714285714285715,6.317601436628296,17.5,0.2142857142857153,1,1,8.957142857142857,2.504062633068444,8.7,0.257142857142858,0,1,0.21428571428571427
0,2007-06-29,2,83.14285714285714,7.823604745179245,85.5,-2.357142857142861,1,0,66.57142857142857,4.237457251234986,66.5,0.0714285714285694,0,0,75.0,5.670436151994497,75.5,-0.5,0,0,59.642857142857146,6.923840006785284,60.5,-0.8571428571428541,0,0,65.57142857142857,4.702115493040352,65.0,0.5714285714285694,0,0,0.0,0.0,0.0,0.0,0,0,10.0,5.670436151994497,10.5,-0.5,0,0,0.12999999999999998,0.2620187896961708,0.005,0.12499999999999997,0,1,29.357142857142858,0.07799690047377823,29.35,0.007142857142856229,1,0,6.614285714285715,3.152009650233456,6.2,0.4142857142857146,0,0,14.857142857142858,9.028647934019995,11.5,3.3571428571428577,0,0,8.25,2.6751707350257967,8.1,0.15000000000000036,0,0,0.21428571428571427
0,2007-07-18,2,84.28571428571429,5.580578567035603,84.0,0.2857142857142918,0,0,66.64285714285714,4.601122653258623,67.5,-0.8571428571428612,0,0,75.64285714285714,4.939746845851405,76.0,-0.3571428571428612,0,0,59.42857142857143,6.235312412311101,60.0,-0.5714285714285694,0,0,65.57142857142857,4.669282364796308,66.0,-0.4285714285714306,0,0,0.0,0.0,0.0,0.0,0,0,10.642857142857142,4.939746845851405,11.0,-0.35714285714285765,0,0,0.08285714285714287,0.17984731008568053,0.0,0.08285714285714287,0,1,29.24142857142857,0.07911599496524452,29.244999999999997,-0.0035714285714263383,0,0,6.1642857142857155,3.289518819817583,5.949999999999999,0.2142857142857162,0,1,21.571428571428573,8.140254066289103,23.0,-1.428571428571427,0,0,8.842857142857143,2.6566938058462775,8.45,0.3928571428571441,0,0,0.5
0,2007-08-01,2,82.21428571428571,3.984171980929835,82.5,-0.2857142857142918,1,0,65.42857142857143,3.8373525672362616,65.0,0.4285714285714306,1,0,74.07142857142857,3.474396144861517,74.5,-0.4285714285714306,1,0,59.357142857142854,5.555415138640619,58.5,0.8571428571428541,0,0,65.14285714285714,3.7592377062202553,65.5,-0.3571428571428612,0,0,0.0,0.0,0.0,0.0,0,0,9.071428571428571,3.474396144861517,9.5,-0.4285714285714288,1,0,0.13321428571428573,0.3272002864798983,0.0,0.13321428571428573,0,2,29.357142857142854,0.12418525686239071,29.365000000000002,-0.007857142857147892,0,0,5.7,3.474965412113424,6.05,-0.34999999999999964,0,0,15.785714285714286,11.610198245366153,15.0,0.7857142857142865,0,0,7.742857142857142,3.2787695360195217,7.2,0.5428571428571418,0,1,0.6428571428571429
