,Longitude,Latitude,min,max,most_recent_spray (days),Date_of_collection,Address,Block,Street,Trap,AddressNumberAndStreet,AddressAccuracy,NumMosquitos,Species_CULEX PIPIENS,Species_CULEX PIPIENS/RESTUANS,Species_CULEX RESTUANS,Species_CULEX SALINARIUS,Species_CULEX TARSALIS,Species_CULEX TERRITANS,WnvPresent,Recently_sprayed,Station,Tmax,Tmin,Tavg,DewPoint,WetBulb,Heat,Cool,CodeSum,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,weather_type_Norm,Day_of_month,month,year,Day_of_week
1041,-87.801,41.955,,,3650,2009-07-24,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",9,50,0,1,0,0,0,0,0,0,1,83,61,72,59,64,0,7,TSRA RA,0.14,29.08,29.83,8.9,23,9.8,0,24,7,2009,4
1042,-87.801,41.955,,,3650,2009-07-24,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",9,40,0,1,0,0,0,0,0,0,1,83,61,72,59,64,0,7,TSRA RA,0.14,29.08,29.83,8.9,23,9.8,0,24,7,2009,4
1043,-87.801,41.955,,,3650,2009-07-24,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",9,18,0,0,1,0,0,0,0,0,1,83,61,72,59,64,0,7,TSRA RA,0.14,29.08,29.83,8.9,23,9.8,0,24,7,2009,4
1044,-87.801,41.955,,,3650,2009-07-24,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",9,4,1,0,0,0,0,0,0,0,1,83,61,72,59,64,0,7,TSRA RA,0.14,29.08,29.83,8.9,23,9.8,0,24,7,2009,4
1045,-87.801,41.955,,,3650,2009-07-31,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",9,14,0,1,0,0,0,0,0,0,1,81,58,70,54,61,0,5, ,0.0,29.23,29.94,6.2,26,7.3,1,31,7,2009,4
1046,-87.801,41.955,,,3650,2009-07-31,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",9,4,0,0,1,0,0,0,0,0,1,81,58,70,54,61,0,5, ,0.0,29.23,29.94,6.2,26,7.3,1,31,7,2009,4
1047,-87.801,41.955,,,3650,2009-07-31,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",9,3,1,0,0,0,0,0,0,0,1,81,58,70,54,61,0,5, ,0.0,29.23,29.94,6.2,26,7.3,1,31,7,2009,4
1048,-87.801,41.955,,,3650,2009-08-07,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",9,12,0,1,0,0,0,0,0,0,1,74,64,69,59,63,0,4,RA BR,0.33,29.36,30.09,7.3,15,7.8,0,7,8,2009,4
1049,-87.801,41.955,,,3650,2009-08-07,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",9,1,1,0,0,0,0,0,0,0,1,74,64,69,59,63,0,4,RA BR,0.33,29.36,30.09,7.3,15,7.8,0,7,8,2009,4
1050,-87.801,41.955,,,3650,2009-08-25,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",9,14,0,1,0,0,0,0,0,0,1,83,59,71,61,65,0,6, ,0.0,29.33,30.05,9.1,21,9.2,1,25,8,2009,1
1051,-87.801,41.955,,,3650,2009-08-25,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",9,7,0,0,1,0,0,0,0,0,1,83,59,71,61,65,0,6, ,0.0,29.33,30.05,9.1,21,9.2,1,25,8,2009,1
1052,-87.801,41.955,,,3650,2009-09-14,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",9,6,0,1,0,0,0,0,0,0,1,84,58,71,55,61,0,6, ,0.0,29.34,30.07,0.1,33,2.1,1,14,9,2009,0
1053,-87.801,41.955,,,3650,2009-09-17,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",9,4,0,1,0,0,0,0,0,0,1,72,50,61,52,56,4,0, ,0.0,29.45,30.18,3.4,5,4.2,1,17,9,2009,3
1054,-87.801,41.955,,,3650,2009-09-17,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",9,2,0,0,1,0,0,0,0,0,1,72,50,61,52,56,4,0, ,0.0,29.45,30.18,3.4,5,4.2,1,17,9,2009,3
1055,-87.801,41.955,,,3650,2009-09-25,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",9,27,0,1,0,0,0,0,0,0,1,70,60,65,57,60,0,0,RA DZ BR,0.16,29.39,30.12,5.4,11,7.3,0,25,9,2009,4
1056,-87.801,41.955,,,3650,2009-09-25,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",9,1,0,0,1,0,0,0,0,0,1,70,60,65,57,60,0,0,RA DZ BR,0.16,29.39,30.12,5.4,11,7.3,0,25,9,2009,4
1057,-87.801,41.955,,,3650,2009-09-25,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",9,1,1,0,0,0,0,0,0,0,1,70,60,65,57,60,0,0,RA DZ BR,0.16,29.39,30.12,5.4,11,7.3,0,25,9,2009,4
1058,-87.801,41.955,,,3650,2011-06-17,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",9,14,0,1,0,0,0,0,0,0,1,82,60,71,60,64,0,6, ,0.0,29.13,29.83,5.8,6,6.6,1,17,6,2011,4
1059,-87.801,41.955,,,3650,2011-06-24,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",9,4,0,1,0,0,0,0,0,0,1,68,60,64,56,59,1,0, ,0.0,29.08,29.76,9.4,29,9.6,1,24,6,2011,4
1060,-87.801,41.955,,,3650,2011-06-24,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",9,5,0,0,1,0,0,0,0,0,1,68,60,64,56,59,1,0, ,0.0,29.08,29.76,9.4,29,9.6,1,24,6,2011,4
1061,-87.801,41.955,,,3650,2011-06-30,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",9,2,0,1,0,0,0,0,0,0,1,88,60,74,62,67,0,9, ,0.005,29.28,30.0,8.2,17,9.4,1,30,6,2011,3
1062,-87.801,41.955,,,3650,2011-06-30,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",9,33,0,0,1,0,0,0,0,0,1,88,60,74,62,67,0,9, ,0.005,29.28,30.0,8.2,17,9.4,1,30,6,2011,3
1063,-87.801,41.955,,,3650,2011-07-11,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",9,24,0,1,0,0,0,0,0,0,1,88,71,80,71,74,0,15,HZ,0.39,29.12,29.82,5.5,25,8.5,0,11,7,2011,0
1064,-87.801,41.955,,,3650,2011-07-11,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",9,18,0,0,1,0,0,0,0,0,1,88,71,80,71,74,0,15,HZ,0.39,29.12,29.82,5.5,25,8.5,0,11,7,2011,0
1065,-87.801,41.955,,,3650,2011-07-11,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",9,4,1,0,0,0,0,0,0,0,1,88,71,80,71,74,0,15,HZ,0.39,29.12,29.82,5.5,25,8.5,0,11,7,2011,0
1066,-87.801,41.955,,,3650,2011-07-15,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",9,37,0,1,0,0,0,0,0,0,1,87,70,79,60,66,0,14, ,0.005,29.27,29.98,5.4,9,6.7,1,15,7,2011,4
1067,-87.801,41.955,,,3650,2011-07-15,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",9,17,0,0,1,0,0,0,0,0,1,87,70,79,60,66,0,14, ,0.005,29.27,29.98,5.4,9,6.7,1,15,7,2011,4
1068,-87.801,41.955,,,3650,2011-07-25,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",9,23,0,1,0,0,0,0,0,0,1,88,73,81,66,71,0,16, ,0.0,29.2,29.91,3.4,32,6.5,1,25,7,2011,0
1069,-87.801,41.955,,,3650,2011-07-25,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",9,6,0,0,1,0,0,0,0,0,1,88,73,81,66,71,0,16, ,0.0,29.2,29.91,3.4,32,6.5,1,25,7,2011,0
1070,-87.801,41.955,,,3650,2011-07-29,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",9,29,0,1,0,0,0,0,0,0,1,86,71,79,67,71,0,14,BR,0.7,29.28,29.98,4.3,4,5.9,0,29,7,2011,4
1071,-87.801,41.955,,,3650,2011-07-29,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",9,7,0,0,1,0,0,0,0,0,1,86,71,79,67,71,0,14,BR,0.7,29.28,29.98,4.3,4,5.9,0,29,7,2011,4
1072,-87.801,41.955,,,3650,2011-07-29,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",9,8,1,0,0,0,0,0,0,0,1,86,71,79,67,71,0,14,BR,0.7,29.28,29.98,4.3,4,5.9,0,29,7,2011,4
1073,-87.801,41.955,,,3650,2011-08-05,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",9,21,0,1,0,0,0,0,0,0,1,83,69,76,68,71,0,11,RA,0.005,29.21,29.93,4.0,5,5.5,0,5,8,2011,4
1074,-87.801,41.955,,,3650,2011-08-05,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",9,3,0,0,1,0,0,0,0,0,1,83,69,76,68,71,0,11,RA,0.005,29.21,29.93,4.0,5,5.5,0,5,8,2011,4
1075,-87.801,41.955,,,3650,2011-08-12,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",9,14,0,1,0,0,0,0,0,0,1,81,60,71,59,64,0,6, ,0.0,29.22,29.94,8.3,19,8.5,1,12,8,2011,4
1076,-87.801,41.955,,,3650,2011-08-19,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",9,1,0,1,0,0,0,0,0,0,1,87,64,76,63,68,0,11, ,0.0,29.18,29.89,3.3,14,5.2,1,19,8,2011,4
1077,-87.801,41.955,,,3650,2011-08-26,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",9,28,0,1,0,0,0,0,0,0,1,83,59,71,58,63,0,6, ,0.0,29.26,29.98,1.9,26,3.3,1,26,8,2011,4
1078,-87.801,41.955,,,3650,2011-08-26,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",9,11,0,0,1,0,0,0,0,0,1,83,59,71,58,63,0,6, ,0.0,29.26,29.98,1.9,26,3.3,1,26,8,2011,4
1079,-87.801,41.955,,,3650,2011-09-01,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",9,15,0,1,0,0,0,0,0,0,1,93,71,82,71,75,0,17, ,0.0,29.2,29.91,5.2,21,5.9,1,1,9,2011,3
1080,-87.801,41.955,,,3650,2011-09-01,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",9,7,1,0,0,0,0,0,0,0,1,93,71,82,71,75,0,17, ,0.0,29.2,29.91,5.2,21,5.9,1,1,9,2011,3
1081,-87.801,41.955,,,3650,2011-09-12,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",9,4,0,1,0,0,0,0,0,0,1,86,64,75,59,65,0,10, ,0.0,29.18,29.91,10.5,23,10.9,1,12,9,2011,0
1082,-87.801,41.955,,,3650,2011-09-12,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",9,3,0,0,1,0,0,0,0,0,1,86,64,75,59,65,0,10, ,0.0,29.18,29.91,10.5,23,10.9,1,12,9,2011,0
1083,-87.801,41.955,,,3650,2011-09-12,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",9,1,1,0,0,0,0,0,0,0,1,86,64,75,59,65,0,10, ,0.0,29.18,29.91,10.5,23,10.9,1,12,9,2011,0
1084,-87.801,41.955,,,3650,2011-09-16,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",9,2,0,1,0,0,0,0,0,0,1,58,46,52,40,47,13,0, ,0.0,29.59,30.33,1.4,8,3.3,1,16,9,2011,4
1085,-87.801,41.955,,,3650,2011-09-23,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",9,13,0,1,0,0,0,0,1,0,1,62,48,55,44,49,10,0, ,0.0,29.33,30.06,5.9,36,7.0,1,23,9,2011,4
1086,-87.801,41.955,,,3650,2011-09-23,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",9,5,0,0,1,0,0,0,0,0,1,62,48,55,44,49,10,0, ,0.0,29.33,30.06,5.9,36,7.0,1,23,9,2011,4
1087,-87.801,41.955,,,3650,2011-09-30,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",9,1,0,0,1,0,0,0,0,0,1,57,45,51,41,47,14,0,RA,0.09,29.32,30.01,14.6,34,15.0,0,30,9,2011,4
1088,-87.801,41.955,,,3650,2013-06-07,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",9,19,0,0,1,0,0,0,0,0,1,68,52,60,45,52,5,0, ,0.005,29.2,29.92,9.5,3,9.9,1,7,6,2013,4
1089,-87.801,41.955,,,3650,2013-06-14,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",9,25,0,1,0,0,0,0,0,0,1,78,56,67,51,57,0,2, ,0.0,29.34,30.05,6.6,6,7.9,1,14,6,2013,4
1090,-87.801,41.955,,,3650,2013-06-14,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",9,26,0,1,0,0,0,0,0,0,1,78,56,67,51,57,0,2, ,0.0,29.34,30.05,6.6,6,7.9,1,14,6,2013,4
1091,-87.801,41.955,,,3650,2013-06-14,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",9,47,0,0,1,0,0,0,0,0,1,78,56,67,51,57,0,2, ,0.0,29.34,30.05,6.6,6,7.9,1,14,6,2013,4
1092,-87.801,41.955,,,3650,2013-06-14,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",9,50,0,0,1,0,0,0,0,0,1,78,56,67,51,57,0,2, ,0.0,29.34,30.05,6.6,6,7.9,1,14,6,2013,4
1093,-87.801,41.955,,,3650,2013-06-14,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",9,50,0,0,1,0,0,0,0,0,1,78,56,67,51,57,0,2, ,0.0,29.34,30.05,6.6,6,7.9,1,14,6,2013,4
1094,-87.801,41.955,,,3650,2013-06-14,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",9,16,0,0,1,0,0,0,0,0,1,78,56,67,51,57,0,2, ,0.0,29.34,30.05,6.6,6,7.9,1,14,6,2013,4
1095,-87.801,41.955,,,3650,2013-06-14,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",9,50,0,0,1,0,0,0,0,0,1,78,56,67,51,57,0,2, ,0.0,29.34,30.05,6.6,6,7.9,1,14,6,2013,4
1096,-87.801,41.955,,,3650,2013-06-14,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",9,50,0,0,1,0,0,0,0,0,1,78,56,67,51,57,0,2, ,0.0,29.34,30.05,6.6,6,7.9,1,14,6,2013,4
1097,-87.801,41.955,,,3650,2013-06-21,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",9,19,0,0,1,0,0,0,0,0,1,82,68,75,65,68,0,10,RA BR,0.79,29.34,30.04,7.4,19,9.5,0,21,6,2013,4
1098,-87.801,41.955,,,3650,2013-06-27,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",9,10,0,1,0,0,0,0,0,0,1,90,64,77,67,70,0,12,BR,0.92,29.01,29.73,7.2,29,7.2,0,27,6,2013,3
1099,-87.801,41.955,,,3650,2013-06-27,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",9,9,0,0,1,0,0,0,0,0,1,90,64,77,67,70,0,12,BR,0.92,29.01,29.73,7.2,29,7.2,0,27,6,2013,3
1100,-87.801,41.955,,,3650,2013-07-08,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",9,11,0,1,0,0,0,0,0,0,1,86,70,78,71,74,0,13,TSRA RA BR,0.5,29.24,29.95,7.8,23,8.4,0,8,7,2013,0
1101,-87.801,41.955,,,3650,2013-07-08,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",9,43,0,1,0,0,0,0,0,0,1,86,70,78,71,74,0,13,TSRA RA BR,0.5,29.24,29.95,7.8,23,8.4,0,8,7,2013,0
1102,-87.801,41.955,,,3650,2013-07-08,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",9,42,0,0,1,0,0,0,0,0,1,86,70,78,71,74,0,13,TSRA RA BR,0.5,29.24,29.95,7.8,23,8.4,0,8,7,2013,0
1103,-87.801,41.955,,,3650,2013-07-08,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",9,50,0,0,1,0,0,0,0,0,1,86,70,78,71,74,0,13,TSRA RA BR,0.5,29.24,29.95,7.8,23,8.4,0,8,7,2013,0
1104,-87.801,41.955,,,3650,2013-07-08,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",9,50,0,0,1,0,0,0,0,0,1,86,70,78,71,74,0,13,TSRA RA BR,0.5,29.24,29.95,7.8,23,8.4,0,8,7,2013,0
1105,-87.801,41.955,,,3650,2013-07-08,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",9,50,0,0,1,0,0,0,0,0,1,86,70,78,71,74,0,13,TSRA RA BR,0.5,29.24,29.95,7.8,23,8.4,0,8,7,2013,0
1106,-87.801,41.955,,,3650,2013-07-12,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",9,50,0,1,0,0,0,0,0,0,1,83,58,71,53,61,0,6, ,0.0,29.38,30.1,4.0,8,4.8,1,12,7,2013,4
1107,-87.801,41.955,,,3650,2013-07-12,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",9,50,0,1,0,0,0,0,0,0,1,83,58,71,53,61,0,6, ,0.0,29.38,30.1,4.0,8,4.8,1,12,7,2013,4
1108,-87.801,41.955,,,3650,2013-07-12,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",9,50,0,1,0,0,0,0,0,0,1,83,58,71,53,61,0,6, ,0.0,29.38,30.1,4.0,8,4.8,1,12,7,2013,4
1109,-87.801,41.955,,,3650,2013-07-12,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",9,50,0,1,0,0,0,0,0,0,1,83,58,71,53,61,0,6, ,0.0,29.38,30.1,4.0,8,4.8,1,12,7,2013,4
1110,-87.801,41.955,,,3650,2013-07-12,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",9,44,0,1,0,0,0,0,0,0,1,83,58,71,53,61,0,6, ,0.0,29.38,30.1,4.0,8,4.8,1,12,7,2013,4
1111,-87.801,41.955,,,3650,2013-07-12,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",9,50,0,0,1,0,0,0,0,0,1,83,58,71,53,61,0,6, ,0.0,29.38,30.1,4.0,8,4.8,1,12,7,2013,4
1112,-87.801,41.955,,,3650,2013-07-12,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",9,50,0,0,1,0,0,0,0,0,1,83,58,71,53,61,0,6, ,0.0,29.38,30.1,4.0,8,4.8,1,12,7,2013,4
1113,-87.801,41.955,,,3650,2013-07-12,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",9,50,0,0,1,0,0,0,0,0,1,83,58,71,53,61,0,6, ,0.0,29.38,30.1,4.0,8,4.8,1,12,7,2013,4
1114,-87.801,41.955,,,3650,2013-07-12,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",9,50,0,0,1,0,0,0,0,0,1,83,58,71,53,61,0,6, ,0.0,29.38,30.1,4.0,8,4.8,1,12,7,2013,4
1115,-87.801,41.955,,,3650,2013-07-12,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",9,50,0,0,1,0,0,0,0,0,1,83,58,71,53,61,0,6, ,0.0,29.38,30.1,4.0,8,4.8,1,12,7,2013,4
1116,-87.801,41.955,,,3650,2013-07-12,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",9,38,0,0,1,0,0,0,0,0,1,83,58,71,53,61,0,6, ,0.0,29.38,30.1,4.0,8,4.8,1,12,7,2013,4
1117,-87.801,41.955,,,3650,2013-07-12,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",9,50,0,0,1,0,0,0,0,0,1,83,58,71,53,61,0,6, ,0.0,29.38,30.1,4.0,8,4.8,1,12,7,2013,4
1118,-87.801,41.955,,,3650,2013-07-19,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",9,34,0,0,1,0,0,0,0,0,1,96,71,84,70,75,0,19,TS BR,0.58,29.1,29.83,13.3,25,14.0,0,19,7,2013,4
1119,-87.801,41.955,,,3650,2013-07-25,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",9,3,0,1,0,0,0,0,0,0,1,81,57,69,54,61,0,4, ,0.0,29.33,30.05,4.1,23,5.1,1,25,7,2013,3
1120,-87.801,41.955,,,3650,2013-07-25,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",9,21,0,0,1,0,0,0,0,0,1,81,57,69,54,61,0,4, ,0.0,29.33,30.05,4.1,23,5.1,1,25,7,2013,3
1121,-87.801,41.955,,,3650,2013-07-25,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",9,4,1,0,0,0,0,0,0,0,1,81,57,69,54,61,0,4, ,0.0,29.33,30.05,4.1,23,5.1,1,25,7,2013,3
1122,-87.801,41.955,,,3650,2013-08-01,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",9,20,0,1,0,0,0,0,0,0,1,81,61,71,57,62,0,6, ,0.0,29.23,29.95,7.6,30,7.8,1,1,8,2013,3
1123,-87.801,41.955,,,3650,2013-08-01,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",9,7,0,0,1,0,0,0,0,0,1,81,61,71,57,62,0,6, ,0.0,29.23,29.95,7.6,30,7.8,1,1,8,2013,3
