,Longitude,Latitude,AddressAccuracy,NumMosquitos,Species_CULEX PIPIENS,Species_CULEX PIPIENS/RESTUANS,Species_CULEX RESTUANS,Species_CULEX SALINARIUS,Species_CULEX TARSALIS,Species_CULEX TERRITANS,most_recent_spray_(days),Recently_sprayed,Tmax,Tmin,Tavg,DewPoint,WetBulb,Heat,Cool,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,weather_type_Norm,Day_of_month,month,year,Day_of_week,sprayed_2_yrs_ago,never_sprayed,WnvPresent
1767,-87.677,41.688,8,45,1,0,0,0,0,0,3650,0,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1,0,15,8,-1,2,0,1,0
1768,-87.677,41.688,8,34,1,0,0,0,0,0,3650,0,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1,0,15,8,-1,2,0,1,0
1769,-87.677,41.688,8,1,0,0,0,0,0,1,3650,0,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1,0,15,8,-1,2,0,1,0
1770,-87.677,41.688,8,9,0,1,0,0,0,0,3650,0,85,69,77,70,72,0,12,0.01,29.26,29.89,3.5,17,6.0,0,21,8,-1,1,0,1,0
1771,-87.677,41.688,8,48,0,1,0,0,0,0,3650,0,85,69,77,70,72,0,12,0.01,29.26,29.89,3.5,17,6.0,0,21,8,-1,1,0,1,1
1772,-87.677,41.688,8,12,1,0,0,0,0,0,3650,0,85,69,77,70,72,0,12,0.01,29.26,29.89,3.5,17,6.0,0,21,8,-1,1,0,1,0
1773,-87.677,41.688,8,50,1,0,0,0,0,0,3650,0,85,69,77,70,72,0,12,0.01,29.26,29.89,3.5,17,6.0,0,21,8,-1,1,0,1,1
1774,-87.677,41.688,8,6,1,0,0,0,0,0,3650,0,90,70,80,70,73,0,15,0.88,29.29,29.93,5.1,21,8.4,0,22,8,-1,2,0,1,0
1775,-87.677,41.688,8,14,0,1,0,0,0,0,3650,0,81,69,75,67,69,0,10,0.2,29.16,29.81,5.5,25,7.3,0,24,8,-1,4,0,1,0
1776,-87.677,41.688,8,6,0,1,0,0,0,0,3650,0,81,69,75,67,69,0,10,0.2,29.16,29.81,5.5,25,7.3,0,24,8,-1,4,0,1,0
1777,-87.677,41.688,8,49,0,1,0,0,0,0,3650,0,81,69,75,67,69,0,10,0.2,29.16,29.81,5.5,25,7.3,0,24,8,-1,4,0,1,1
1778,-87.677,41.688,8,2,1,0,0,0,0,0,3650,0,81,69,75,67,69,0,10,0.2,29.16,29.81,5.5,25,7.3,0,24,8,-1,4,0,1,1
1779,-87.677,41.688,8,36,1,0,0,0,0,0,3650,0,81,69,75,67,69,0,10,0.2,29.16,29.81,5.5,25,7.3,0,24,8,-1,4,0,1,1
1780,-87.677,41.688,8,1,0,1,0,0,0,0,3650,0,91,72,82,62,69,0,17,0.0,29.31,29.94,6.4,19,6.7,1,5,9,-1,2,0,1,0
1781,-87.677,41.688,8,1,0,1,0,0,0,0,3650,0,91,72,82,62,69,0,17,0.0,29.31,29.94,6.4,19,6.7,1,5,9,-1,2,0,1,0
1782,-87.677,41.688,8,13,1,0,0,0,0,0,3650,0,91,72,82,62,69,0,17,0.0,29.31,29.94,6.4,19,6.7,1,5,9,-1,2,0,1,1
1783,-87.677,41.688,8,5,0,1,0,0,0,0,3650,0,66,46,56,43,50,9,0,0.0,29.46,30.11,1.9,5,6.0,1,12,9,-1,2,0,1,0
1784,-87.677,41.688,8,5,1,0,0,0,0,0,3650,0,66,46,56,43,50,9,0,0.0,29.46,30.11,1.9,5,6.0,1,12,9,-1,2,0,1,0
1785,-87.677,41.688,8,2,0,1,0,0,0,0,3650,0,84,68,76,59,65,0,11,0.0,29.47,30.09,3.5,25,9.0,1,19,9,-1,2,0,1,0
1786,-87.677,41.688,8,2,1,0,0,0,0,0,3650,0,84,68,76,59,65,0,11,0.0,29.47,30.09,3.5,25,9.0,1,19,9,-1,2,0,1,0
1787,-87.677,41.688,8,2,1,0,0,0,0,0,3650,0,84,68,76,59,65,0,11,0.0,29.47,30.09,3.5,25,9.0,1,19,9,-1,2,0,1,0
1788,-87.677,41.688,8,2,0,1,0,0,0,0,3650,0,91,71,81,62,69,0,16,0.0,29.34,29.98,10.0,19,10.5,1,24,9,-1,0,0,1,0
1789,-87.677,41.688,8,12,0,1,0,0,0,0,3650,0,91,71,81,62,69,0,16,0.0,29.34,29.98,10.0,19,10.5,1,24,9,-1,0,0,1,0
1790,-87.677,41.688,8,1,1,0,0,0,0,0,3650,0,91,71,81,62,69,0,16,0.0,29.34,29.98,10.0,19,10.5,1,24,9,-1,0,0,1,0
1791,-87.677,41.688,8,3,1,0,0,0,0,0,3650,0,91,71,81,62,69,0,16,0.0,29.34,29.98,10.0,19,10.5,1,24,9,-1,0,0,1,0
1792,-87.677,41.688,8,23,0,1,0,0,0,0,3650,0,83,56,70,56,62,0,5,0.0,29.39,30.03,4.6,17,5.9,1,4,10,-1,3,0,1,0
1793,-87.677,41.688,8,2,0,1,0,0,0,0,3650,0,83,56,70,56,62,0,5,0.0,29.39,30.03,4.6,17,5.9,1,4,10,-1,3,0,1,0
1794,-87.677,41.688,8,13,1,0,0,0,0,0,3650,0,83,56,70,56,62,0,5,0.0,29.39,30.03,4.6,17,5.9,1,4,10,-1,3,0,1,0
1795,-87.677,41.688,8,1,1,0,0,0,0,0,3650,0,83,56,70,56,62,0,5,0.0,29.39,30.03,4.6,17,5.9,1,4,10,-1,3,0,1,0
1796,-87.649,41.862,8,1,0,0,1,0,0,0,3650,0,88,65,77,59,66,0,12,0.0,29.44,30.09,5.8,16,7.4,0,29,5,-1,1,0,1,0
1797,-87.649,41.862,8,1,0,1,0,0,0,0,3650,0,71,56,64,56,60,1,0,0.0,29.47,30.11,7.4,2,8.2,1,29,6,-1,4,0,1,0
1798,-87.649,41.862,8,14,0,1,0,0,0,0,3650,0,77,63,70,51,59,0,5,0.0,29.28,29.92,9.1,30,11.2,1,11,7,-1,2,0,1,0
1799,-87.649,41.862,8,1,1,0,0,0,0,0,3650,0,77,63,70,51,59,0,5,0.0,29.28,29.92,9.1,30,11.2,1,11,7,-1,2,0,1,0
1800,-87.649,41.862,8,1,0,1,0,0,0,0,3650,0,85,69,77,69,71,0,12,0.92,29.18,29.83,10.3,24,10.6,0,18,7,-1,2,0,1,0
1801,-87.649,41.862,8,1,1,0,0,0,0,0,3650,0,85,69,77,69,71,0,12,0.92,29.18,29.83,10.3,24,10.6,0,18,7,-1,2,0,1,0
1802,-87.649,41.862,8,2,1,0,0,0,0,0,3650,0,82,63,73,62,66,0,8,0.01,29.26,29.88,7.7,36,14.4,0,19,7,-1,3,0,1,0
1803,-87.649,41.862,8,12,0,1,0,0,0,0,3650,0,91,69,80,63,70,0,15,0.0,29.34,29.98,2.1,13,3.7,1,1,8,-1,2,0,1,0
1804,-87.649,41.862,8,3,0,1,0,0,0,0,3650,0,91,69,80,63,70,0,15,0.0,29.34,29.98,2.1,13,3.7,1,1,8,-1,2,0,1,0
1805,-87.649,41.862,8,9,0,1,0,0,0,0,3650,0,91,69,80,63,70,0,15,0.0,29.34,29.98,2.1,13,3.7,1,1,8,-1,2,0,1,0
1806,-87.649,41.862,8,1,0,0,1,0,0,0,3650,0,91,69,80,63,70,0,15,0.0,29.34,29.98,2.1,13,3.7,1,1,8,-1,2,0,1,0
1807,-87.649,41.862,8,11,1,0,0,0,0,0,3650,0,91,69,80,63,70,0,15,0.0,29.34,29.98,2.1,13,3.7,1,1,8,-1,2,0,1,0
1808,-87.649,41.862,8,5,1,0,0,0,0,0,3650,0,91,69,80,63,70,0,15,0.0,29.34,29.98,2.1,13,3.7,1,1,8,-1,2,0,1,0
1809,-87.649,41.862,8,10,0,1,0,0,0,0,3650,0,91,73,82,66,72,0,17,0.0,29.31,29.95,6.5,23,7.2,1,2,8,-1,3,0,1,0
1810,-87.649,41.862,8,2,0,0,1,0,0,0,3650,0,91,73,82,66,72,0,17,0.0,29.31,29.95,6.5,23,7.2,1,2,8,-1,3,0,1,0
1811,-87.649,41.862,8,7,0,1,0,0,0,0,3650,0,92,73,83,73,76,0,18,0.06,29.11,29.74,6.3,24,8.8,0,7,8,-1,1,0,1,0
1812,-87.649,41.862,8,6,1,0,0,0,0,0,3650,0,92,73,83,73,76,0,18,0.06,29.11,29.74,6.3,24,8.8,0,7,8,-1,1,0,1,0
1813,-87.649,41.862,8,3,0,1,0,0,0,0,3650,0,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1,0,15,8,-1,2,0,1,0
1814,-87.649,41.862,8,9,1,0,0,0,0,0,3650,0,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1,0,15,8,-1,2,0,1,0
1815,-87.649,41.862,8,3,1,0,0,0,0,0,3650,0,85,69,77,70,72,0,12,0.01,29.26,29.89,3.5,17,6.0,0,21,8,-1,1,0,1,0
1816,-87.649,41.862,8,3,0,1,0,0,0,0,3650,0,90,70,80,70,73,0,15,0.88,29.29,29.93,5.1,21,8.4,0,22,8,-1,2,0,1,0
1817,-87.649,41.862,8,3,0,1,0,0,0,0,3650,0,81,69,75,67,69,0,10,0.2,29.16,29.81,5.5,25,7.3,0,24,8,-1,4,0,1,0
1818,-87.649,41.862,8,3,1,0,0,0,0,0,3650,0,81,69,75,67,69,0,10,0.2,29.16,29.81,5.5,25,7.3,0,24,8,-1,4,0,1,0
1819,-87.649,41.862,8,7,0,1,0,0,0,0,3650,0,91,72,82,62,69,0,17,0.0,29.31,29.94,6.4,19,6.7,1,5,9,-1,2,0,1,1
1820,-87.649,41.862,8,1,1,0,0,0,0,0,3650,0,91,72,82,62,69,0,17,0.0,29.31,29.94,6.4,19,6.7,1,5,9,-1,2,0,1,0
1821,-87.649,41.862,8,1,0,1,0,0,0,0,3650,0,66,46,56,43,50,9,0,0.0,29.46,30.11,1.9,5,6.0,1,12,9,-1,2,0,1,0
1822,-87.649,41.862,8,1,0,1,0,0,0,0,3650,0,84,68,76,59,65,0,11,0.0,29.47,30.09,3.5,25,9.0,1,19,9,-1,2,0,1,0
1823,-87.649,41.862,8,1,1,0,0,0,0,0,3650,0,84,68,76,59,65,0,11,0.0,29.47,30.09,3.5,25,9.0,1,19,9,-1,2,0,1,0
1824,-87.649,41.862,8,1,0,0,0,0,0,1,3650,0,84,68,76,59,65,0,11,0.0,29.47,30.09,3.5,25,9.0,1,19,9,-1,2,0,1,0
1825,-87.649,41.862,8,3,0,1,0,0,0,0,3650,0,91,71,81,62,69,0,16,0.0,29.34,29.98,10.0,19,10.5,1,24,9,-1,0,0,1,0
1826,-87.649,41.862,8,8,0,1,0,0,0,0,3650,0,83,56,70,56,62,0,5,0.0,29.39,30.03,4.6,17,5.9,1,4,10,-1,3,0,1,0
1827,-87.649,41.862,8,1,1,0,0,0,0,0,3650,0,83,56,70,56,62,0,5,0.0,29.39,30.03,4.6,17,5.9,1,4,10,-1,3,0,1,0
1828,-87.666,41.721,9,3,0,0,1,0,0,0,3650,0,88,65,77,59,66,0,12,0.0,29.44,30.09,5.8,16,7.4,0,29,5,-1,1,0,1,0
1829,-87.666,41.721,9,2,0,1,0,0,0,0,3650,0,63,51,57,47,52,8,0,0.27,29.16,29.78,6.2,3,8.1,0,5,6,-1,1,0,1,0
1830,-87.666,41.721,9,1,0,1,0,0,0,0,3650,0,77,63,70,51,59,0,5,0.0,29.28,29.92,9.1,30,11.2,1,11,7,-1,2,0,1,0
1831,-87.666,41.721,9,3,0,1,0,0,0,0,3650,0,91,69,80,63,70,0,15,0.0,29.34,29.98,2.1,13,3.7,1,1,8,-1,2,0,1,0
1832,-87.666,41.721,9,1,0,0,1,0,0,0,3650,0,91,69,80,63,70,0,15,0.0,29.34,29.98,2.1,13,3.7,1,1,8,-1,2,0,1,0
1833,-87.666,41.721,9,6,1,0,0,0,0,0,3650,0,91,69,80,63,70,0,15,0.0,29.34,29.98,2.1,13,3.7,1,1,8,-1,2,0,1,0
1834,-87.666,41.721,9,1,0,1,0,0,0,0,3650,0,92,73,83,73,76,0,18,0.06,29.11,29.74,6.3,24,8.8,0,7,8,-1,1,0,1,0
1835,-87.666,41.721,9,5,1,0,0,0,0,0,3650,0,92,73,83,73,76,0,18,0.06,29.11,29.74,6.3,24,8.8,0,7,8,-1,1,0,1,0
1836,-87.666,41.721,9,13,0,1,0,0,0,0,3650,0,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1,0,15,8,-1,2,0,1,0
1837,-87.666,41.721,9,13,1,0,0,0,0,0,3650,0,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1,0,15,8,-1,2,0,1,0
1838,-87.666,41.721,9,7,0,1,0,0,0,0,3650,0,90,70,80,70,73,0,15,0.88,29.29,29.93,5.1,21,8.4,0,22,8,-1,2,0,1,0
1839,-87.666,41.721,9,28,1,0,0,0,0,0,3650,0,90,70,80,70,73,0,15,0.88,29.29,29.93,5.1,21,8.4,0,22,8,-1,2,0,1,1
1840,-87.666,41.721,9,1,0,0,0,0,0,1,3650,0,90,70,80,70,73,0,15,0.88,29.29,29.93,5.1,21,8.4,0,22,8,-1,2,0,1,0
1841,-87.666,41.721,9,10,0,1,0,0,0,0,3650,0,81,69,75,67,69,0,10,0.2,29.16,29.81,5.5,25,7.3,0,24,8,-1,4,0,1,0
1842,-87.666,41.721,9,6,1,0,0,0,0,0,3650,0,81,69,75,67,69,0,10,0.2,29.16,29.81,5.5,25,7.3,0,24,8,-1,4,0,1,0
1843,-87.666,41.721,9,1,1,0,0,0,0,0,3650,0,91,72,82,62,69,0,17,0.0,29.31,29.94,6.4,19,6.7,1,5,9,-1,2,0,1,0
1844,-87.666,41.721,9,1,1,0,0,0,0,0,3650,0,66,46,56,43,50,9,0,0.0,29.46,30.11,1.9,5,6.0,1,12,9,-1,2,0,1,0
1845,-87.666,41.721,9,2,0,1,0,0,0,0,3650,0,84,68,76,59,65,0,11,0.0,29.47,30.09,3.5,25,9.0,1,19,9,-1,2,0,1,0
1846,-87.666,41.721,9,1,0,0,1,0,0,0,3650,0,84,68,76,59,65,0,11,0.0,29.47,30.09,3.5,25,9.0,1,19,9,-1,2,0,1,0
1847,-87.666,41.721,9,3,0,1,0,0,0,0,3650,0,83,56,70,56,62,0,5,0.0,29.39,30.03,4.6,17,5.9,1,4,10,-1,3,0,1,0
1848,-87.666,41.721,9,2,0,1,0,0,0,0,3650,0,64,55,60,51,54,5,0,0.0,29.11,29.75,6.8,29,8.3,1,28,5,1,3,0,1,0
1849,-87.666,41.721,9,3,0,0,1,0,0,0,3650,0,64,55,60,51,54,5,0,0.0,29.11,29.75,6.8,29,8.3,1,28,5,1,3,0,1,0
1850,-87.666,41.721,9,6,0,1,0,0,0,0,3650,0,61,50,56,47,51,9,0,0.06,29.42,30.07,8.3,3,9.2,0,2,6,1,1,0,1,0
1851,-87.666,41.721,9,1,0,0,1,0,0,0,3650,0,61,50,56,47,51,9,0,0.06,29.42,30.07,8.3,3,9.2,0,2,6,1,1,0,1,0
1852,-87.666,41.721,9,1,0,1,0,0,0,0,3650,0,80,47,64,43,54,1,0,0.0,29.23,29.91,6.3,25,7.2,1,5,6,1,4,0,1,0
1853,-87.666,41.721,9,6,0,0,1,0,0,0,3650,0,80,47,64,43,54,1,0,0.0,29.23,29.91,6.3,25,7.2,1,5,6,1,4,0,1,0
1854,-87.666,41.721,9,2,1,0,0,0,0,0,3650,0,80,47,64,43,54,1,0,0.0,29.23,29.91,6.3,25,7.2,1,5,6,1,4,0,1,0
1855,-87.666,41.721,9,19,0,1,0,0,0,0,3650,0,72,50,61,49,55,4,0,0.005,29.3,29.95,5.0,6,6.7,1,12,6,1,4,0,1,0
1856,-87.666,41.721,9,20,0,0,1,0,0,0,3650,0,72,50,61,49,55,4,0,0.005,29.3,29.95,5.0,6,6.7,1,12,6,1,4,0,1,0
1857,-87.666,41.721,9,7,0,1,0,0,0,0,3650,0,88,66,77,68,70,0,12,0.87,29.03,29.68,6.3,18,10.5,0,19,6,1,4,0,1,0
1858,-87.666,41.721,9,1,0,0,1,0,0,0,3650,0,88,66,77,68,70,0,12,0.87,29.03,29.68,6.3,18,10.5,0,19,6,1,4,0,1,0
1859,-87.666,41.721,9,23,0,1,0,0,0,0,3650,0,86,72,79,61,67,0,14,0.0,29.2,29.83,6.4,4,8.0,1,26,6,1,4,0,1,0
1860,-87.666,41.721,9,15,0,0,1,0,0,0,3650,0,86,72,79,61,67,0,14,0.0,29.2,29.83,6.4,4,8.0,1,26,6,1,4,0,1,0
1861,-87.666,41.721,9,9,0,1,0,0,0,0,3650,0,85,63,74,54,63,0,9,0.0,29.2,29.84,4.2,30,5.5,1,6,7,1,0,0,1,0
1862,-87.666,41.721,9,34,0,1,0,0,0,0,3650,0,78,66,72,48,59,0,7,0.0,29.41,30.05,5.8,7,7.4,1,13,7,1,0,0,1,0
1863,-87.666,41.721,9,1,0,0,1,0,0,0,3650,0,78,66,72,48,59,0,7,0.0,29.41,30.05,5.8,7,7.4,1,13,7,1,0,0,1,0
1864,-87.666,41.721,9,1,1,0,0,0,0,0,3650,0,78,66,72,48,59,0,7,0.0,29.41,30.05,5.8,7,7.4,1,13,7,1,0,0,1,0
1865,-87.666,41.721,9,4,0,1,0,0,0,0,3650,0,70,58,64,52,57,1,0,0.005,29.21,29.86,10.1,29,10.4,0,17,7,1,4,0,1,0
1866,-87.666,41.721,9,4,0,0,1,0,0,0,3650,0,70,58,64,52,57,1,0,0.005,29.21,29.86,10.1,29,10.4,0,17,7,1,4,0,1,0
1867,-87.666,41.721,9,12,0,1,0,0,0,0,3650,0,84,66,75,61,67,0,10,0.03,29.21,29.85,9.2,23,9.6,0,27,7,1,0,0,1,0
1868,-87.666,41.721,9,3,0,0,1,0,0,0,3650,0,84,66,75,61,67,0,10,0.03,29.21,29.85,9.2,23,9.6,0,27,7,1,0,0,1,0
1869,-87.666,41.721,9,2,1,0,0,0,0,0,3650,0,84,66,75,61,67,0,10,0.03,29.21,29.85,9.2,23,9.6,0,27,7,1,0,0,1,0
1870,-87.666,41.721,9,42,0,1,0,0,0,0,3650,0,82,62,72,55,62,0,7,0.0,29.29,29.92,5.9,27,6.7,1,31,7,1,4,0,1,0
1871,-87.666,41.721,9,24,0,0,1,0,0,0,3650,0,82,62,72,55,62,0,7,0.0,29.29,29.92,5.9,27,6.7,1,31,7,1,4,0,1,0
1872,-87.666,41.721,9,6,1,0,0,0,0,0,3650,0,82,62,72,55,62,0,7,0.0,29.29,29.92,5.9,27,6.7,1,31,7,1,4,0,1,0
1873,-87.666,41.721,9,17,0,1,0,0,0,0,3650,0,74,67,71,59,63,0,6,0.23,29.41,30.08,6.4,15,7.2,0,7,8,1,4,0,1,0
1874,-87.666,41.721,9,4,0,0,1,0,0,0,3650,0,74,67,71,59,63,0,6,0.23,29.41,30.08,6.4,15,7.2,0,7,8,1,4,0,1,0
1875,-87.666,41.721,9,3,1,0,0,0,0,0,3650,0,74,67,71,59,63,0,6,0.23,29.41,30.08,6.4,15,7.2,0,7,8,1,4,0,1,0
1876,-87.666,41.721,9,19,0,1,0,0,0,0,3650,0,86,63,75,55,63,0,10,0.0,29.44,30.09,2.0,16,4.0,1,13,8,1,3,0,1,0
1877,-87.666,41.721,9,1,0,0,1,0,0,0,3650,0,86,63,75,55,63,0,10,0.0,29.44,30.09,2.0,16,4.0,1,13,8,1,3,0,1,0
1878,-87.666,41.721,9,1,1,0,0,0,0,0,3650,0,86,63,75,55,63,0,10,0.0,29.44,30.09,2.0,16,4.0,1,13,8,1,3,0,1,0
1879,-87.666,41.721,9,2,0,1,0,0,0,0,3650,0,82,61,72,61,65,0,7,0.0,29.39,30.04,8.3,21,8.6,1,25,8,1,1,0,1,0
1880,-87.666,41.721,9,2,0,0,1,0,0,0,3650,0,82,61,72,61,65,0,7,0.0,29.39,30.04,8.3,21,8.6,1,25,8,1,1,0,1,0
1881,-87.666,41.721,9,1,1,0,0,0,0,0,3650,0,67,62,65,61,63,0,0,1.19,29.41,30.07,10.7,8,11.0,0,27,8,1,3,0,1,0
1882,-87.666,41.721,9,1,0,1,0,0,0,0,3650,0,84,59,72,56,62,0,7,0.0,29.4,30.05,1.1,13,2.7,1,14,9,1,0,0,1,0
1883,-87.666,41.721,9,1,0,1,0,0,0,0,3650,0,71,54,63,51,57,2,0,0.0,29.51,30.17,4.5,8,5.4,1,17,9,1,3,0,1,0
1884,-87.666,41.721,9,2,0,1,0,0,0,0,3650,0,70,60,65,57,60,0,0,0.02,29.44,30.11,5.4,11,6.3,0,25,9,1,4,0,1,0
1885,-87.666,41.721,9,1,1,0,0,0,0,0,3650,0,70,60,65,57,60,0,0,0.02,29.44,30.11,5.4,11,6.3,0,25,9,1,4,0,1,0
1886,-87.666,41.721,9,1,0,1,0,0,0,0,3650,0,59,44,52,46,49,13,0,0.59,29.18,29.9,8.8,13,8.7,0,1,10,1,3,0,1,0
1887,-87.666,41.721,9,1,0,1,0,0,0,0,3650,0,71,51,61,56,58,4,0,0.44,29.26,29.92,6.1,1,7.5,0,10,6,3,4,0,1,0
1888,-87.666,41.721,9,2,0,0,1,0,0,0,3650,0,82,64,73,60,65,0,8,0.0,29.18,29.81,5.3,7,6.2,1,17,6,3,4,0,1,0
1889,-87.666,41.721,9,27,0,1,0,0,0,0,3650,0,89,66,78,61,67,0,13,0.03,29.34,29.99,9.2,16,10.6,0,30,6,3,3,0,1,0
1890,-87.666,41.721,9,15,0,0,1,0,0,0,3650,0,89,66,78,61,67,0,13,0.03,29.34,29.99,9.2,16,10.6,0,30,6,3,3,0,1,0
1891,-87.666,41.721,9,1,0,0,0,0,0,1,3650,0,89,66,78,61,67,0,13,0.03,29.34,29.99,9.2,16,10.6,0,30,6,3,3,0,1,0
1892,-87.666,41.721,9,15,0,1,0,0,0,0,3650,0,90,70,80,70,74,0,15,0.13,29.18,29.81,5.3,24,8.0,0,11,7,3,0,0,1,0
1893,-87.666,41.721,9,10,0,0,1,0,0,0,3650,0,90,70,80,70,74,0,15,0.13,29.18,29.81,5.3,24,8.0,0,11,7,3,0,0,1,0
1894,-87.666,41.721,9,48,0,1,0,0,0,0,3650,0,86,71,79,60,67,0,14,0.0,29.33,29.96,6.2,10,6.8,1,15,7,3,4,0,1,0
1895,-87.666,41.721,9,28,0,0,1,0,0,0,3650,0,86,71,79,60,67,0,14,0.0,29.33,29.96,6.2,10,6.8,1,15,7,3,4,0,1,0
1896,-87.666,41.721,9,1,0,0,0,1,0,0,3650,0,86,71,79,60,67,0,14,0.0,29.33,29.96,6.2,10,6.8,1,15,7,3,4,0,1,0
1897,-87.666,41.721,9,22,0,1,0,0,0,0,3650,0,90,73,82,67,71,0,17,0.01,29.25,29.89,2.1,35,6.1,1,25,7,3,0,0,1,0
1898,-87.666,41.721,9,18,0,0,1,0,0,0,3650,0,90,73,82,67,71,0,17,0.01,29.25,29.89,2.1,35,6.1,1,25,7,3,0,0,1,0
1899,-87.666,41.721,9,3,1,0,0,0,0,0,3650,0,90,73,82,67,71,0,17,0.01,29.25,29.89,2.1,35,6.1,1,25,7,3,0,0,1,0
1900,-87.666,41.721,9,13,0,1,0,0,0,0,3650,0,86,74,80,69,72,0,15,0.36,29.34,29.96,3.5,4,5.6,0,29,7,3,4,0,1,0
1901,-87.666,41.721,9,5,0,0,1,0,0,0,3650,0,86,74,80,69,72,0,15,0.36,29.34,29.96,3.5,4,5.6,0,29,7,3,4,0,1,0
1902,-87.666,41.721,9,1,0,1,0,0,0,0,3650,0,84,70,77,68,71,0,12,0.005,29.26,29.91,5.2,7,6.0,1,5,8,3,4,0,1,0
1903,-87.666,41.721,9,3,0,0,1,0,0,0,3650,0,84,70,77,68,71,0,12,0.005,29.26,29.91,5.2,7,6.0,1,5,8,3,4,0,1,0
1904,-87.666,41.721,9,14,0,1,0,0,0,0,3650,0,82,65,74,57,64,0,9,0.0,29.28,29.93,8.2,19,8.4,1,12,8,3,4,0,1,0
1905,-87.666,41.721,9,5,0,0,1,0,0,0,3650,0,82,65,74,57,64,0,9,0.0,29.28,29.93,8.2,19,8.4,1,12,8,3,4,0,1,0
1906,-87.666,41.721,9,4,1,0,0,0,0,0,3650,0,82,65,74,57,64,0,9,0.0,29.28,29.93,8.2,19,8.4,1,12,8,3,4,0,1,0
1907,-87.666,41.721,9,15,0,1,0,0,0,0,3650,0,83,61,72,58,64,0,7,0.0,29.32,29.97,1.2,20,3.4,1,26,8,3,4,0,1,0
1908,-87.666,41.721,9,1,0,0,1,0,0,0,3650,0,83,61,72,58,64,0,7,0.0,29.32,29.97,1.2,20,3.4,1,26,8,3,4,0,1,0
1909,-87.666,41.721,9,1,0,0,0,0,0,1,3650,0,83,61,72,58,64,0,7,0.0,29.32,29.97,1.2,20,3.4,1,26,8,3,4,0,1,0
1910,-87.666,41.721,9,8,0,1,0,0,0,0,3650,0,94,79,87,69,74,0,22,0.005,29.24,29.87,4.0,20,6.6,1,2,9,3,4,0,1,0
1911,-87.666,41.721,9,4,0,0,1,0,0,0,3650,0,94,79,87,69,74,0,22,0.005,29.24,29.87,4.0,20,6.6,1,2,9,3,4,0,1,0
1912,-87.666,41.721,9,5,0,1,0,0,0,0,3650,0,86,64,75,59,65,0,10,0.0,29.24,29.9,9.2,23,9.3,1,12,9,3,0,0,1,0
1913,-87.666,41.721,9,1,0,0,0,0,0,1,3650,0,86,64,75,59,65,0,10,0.0,29.24,29.9,9.2,23,9.3,1,12,9,3,0,0,1,0
1914,-87.666,41.721,9,2,0,1,0,0,0,0,3650,0,59,48,54,38,47,11,0,0.0,29.65,30.33,2.6,13,3.7,1,16,9,3,4,0,1,0
1915,-87.666,41.721,9,4,1,0,0,0,0,0,3650,0,59,48,54,38,47,11,0,0.0,29.65,30.33,2.6,13,3.7,1,16,9,3,4,0,1,0
1916,-87.666,41.721,9,4,0,0,1,0,0,0,3650,0,68,54,61,44,52,4,0,0.0,29.26,29.92,8.8,2,9.2,1,7,6,5,4,0,1,0
1917,-87.666,41.721,9,4,0,1,0,0,0,0,3650,0,76,57,67,50,57,0,2,0.0,29.4,30.04,6.0,5,7.8,1,14,6,5,4,0,1,0
1918,-87.666,41.721,9,28,0,0,1,0,0,0,3650,0,76,57,67,50,57,0,2,0.0,29.4,30.04,6.0,5,7.8,1,14,6,5,4,0,1,0
1919,-87.666,41.721,9,35,0,0,1,0,0,0,3650,0,76,57,67,50,57,0,2,0.0,29.4,30.04,6.0,5,7.8,1,14,6,5,4,0,1,0
1920,-87.666,41.721,9,29,0,1,0,0,0,0,3650,0,85,70,78,63,67,0,13,0.11,29.39,30.04,7.6,19,9.6,0,21,6,5,4,0,1,0
1921,-87.666,41.721,9,38,0,0,1,0,0,0,3650,0,85,70,78,63,67,0,13,0.11,29.39,30.04,7.6,19,9.6,0,21,6,5,4,0,1,0
1922,-87.666,41.721,9,50,0,0,1,0,0,0,3650,0,85,70,78,63,67,0,13,0.11,29.39,30.04,7.6,19,9.6,0,21,6,5,4,0,1,0
1923,-87.666,41.721,9,50,0,0,1,0,0,0,3650,0,85,70,78,63,67,0,13,0.11,29.39,30.04,7.6,19,9.6,0,21,6,5,4,0,1,0
1924,-87.666,41.721,9,38,0,1,0,0,0,0,3650,0,83,68,76,60,65,0,11,0.16,28.97,29.62,9.0,29,9.8,0,28,6,5,4,0,1,1
1925,-87.666,41.721,9,6,0,1,0,0,0,0,3650,0,87,71,79,70,72,0,14,0.84,29.31,29.95,10.0,22,10.5,0,8,7,5,0,0,1,0
1926,-87.666,41.721,9,14,0,0,1,0,0,0,3650,0,87,71,79,70,72,0,14,0.84,29.31,29.95,10.0,22,10.5,0,8,7,5,0,0,1,0
